medicine_name,mfg_name,comp_id
STAPHYDEX 250MG CAP - FOR TSRTC,SANDOZ PVT LTD,3621
SVIZLEX 250MG CAP,MANEESH PHARMACEUTICALS,3621
MARCEF 250MG CAP,EAST WEST PHARMA,3621
MEDICEF 250MG TAB,BRD MEDILABS,3621
MONACEF 250MG CAP,ZEE LABORATORIES LTD,3621
NASLEX 250MG TAB,NASCENT LIFE SCIENCES,3621
NEBUCEPH 250MG TAB,NEBULAE PHARMA,3621
V FLEX 250DT TAB,SWISS BIOTECH,3621
V LEX 250MG TAB,ZOTA HEALTH CARE LTD,3621
WELOSEPH 250MG CAP,ZEE LABORATORIES LTD,3621
ZECEF DT 250MG TAB,ZEE LABORATORIES LTD,3621
ZERIPHEX 250MG CAP,ZEE LABORATORIES LTD,3621
ZERIPHEX 250MG DT TAB,ZEE LABORATORIES LTD,3621
ZOTALEXIN DT 250MG TAB,ZOTA HEALTH CARE LTD,3621
ZULEX DT 250MG TAB,ZUBIT LIFECARE,3621
C MAK 500MG CAP,CASCA REMEDIES,5681
DAVLEXIN 500MG CAP,ALBERT DAVID,5681
DROXIPIC 500MG TAB,ATOPIC LABORATORIES,5681
ELCEF 500MG TAB,LAVEN PHARMA INDIA,5681
EXEF 500MG TAB,OLCARE LABORATORIES PVT LTD,5681
EXIN 500MG CAP,APEX FORMULATIONS,5681
E LEXIN 500MG TAB,ZOTA HEALTH CARE LTD,5681
CONICEF 500MG CAP,CONIAK LIFESCIENCES,5681
CLOT 500MG CAP,BIOCARE REMEDIES,5681
CLX 500MG CAP,PSYCHOTROPICS INDIA LTD,5681
FEX 500MG TAB,WIZAD BIOTECH PVT LTD,5681
CEFASTAR 500MG TAB,MANKIND PHARMA LTD,5681
CEFAX 500MG CAP,INGA LABORATORIES,5681
CEFACIN 500MG CAP,CURE QUICK PHARMACEUTICALS,5681
CEFACT 500MG TAB,ROYAL LABS,5681
CEFAZER 500MG CAP,PANZER PHARMACEUTICALS,5681
CEFAMEX 500MG CAP,COMEX PHARMA,5681
CEFADEX 500MG CAP,MAXMED LIFESCIENCES,5681
CEFALACT 500MG CAP,TRUMAC HEALTHCARE,5681
CEFCIDAL 500MG CAP,SHREYA LIFE SCIENCES PVT LTD,5681
CEFEL 500MG CAP,FINECURE PHARMACEUTICALS,5681
CEFF 500MG CAP,LUPIN LTD,5681
CEFF CF 500MG TAB,LUPIN LTD,5681
CEFIFIE 500MG TAB,DM PHARMA,5681
CEFIROSE 500MG CAP,CHEMO HEALTHCARE PVT LTD,5681
CEFLY 500MG TAB,ZODLEY PHARMA,5681
CEFLAR 500MG CAP,ALTAR PHARMACEUTICALS PVT LTD,5681
CEFLAC 500MG TAB,RADICO REMEDIES,5681
CEFLIX 500MG CAP,ERNST PHARMACIA,5681
CEFMET 500MG CAP,SYMET LABS PVT LTD,5681
CEFORAL 500MG TAB,SOUTHSHOURNE CORPORATION INDIA,5681
CEFRIK 500MG CAP,LANARK LAB,5681
CEFRON 500MG CAP,AGRON REMEDIES,5681
CEFSPIC 500MG CAP,SPIC PHARMA,5681
CEFTRACK ER TAB,ORDAIN HEALTHCARE,5681
CEFTOP 500MG CAP,SUN PHARMACEUTICAL INDUSTRIES LTD,5681
CEFTER 500MG CAP,GUJARAT TERCE LABORATORIES,5681
CEFTACK ER 500MG TAB,BHARATH BIOLOGICALS,5681
CEFY 500MG CAP,SWISS BIOTECH,5681
CELEXIN 500MG CAP,MEDIWIN PHARMACEUTICALS,5681
CEN 500MG CAP,INDICA LABORATORIES PVT LTD,5681
CEPEN 500MG TAB,TALENT HEALTHCARE,5681
CEPEX 500MG TAB,YASH REMEDIES,5681
CEPHADEX 500MG CAP,CIPLA,5681
CIPHLENAT 500MG CAP,NATCO GENERIC,5681
CEPHALRITE 500MG CAP,MHS PHARMACEUTICALS,5681
CEPHAXIN 500MG CAP,BIOCHEM PHARMACEUTICAL INDUSTRIES,5681
CEPHARIL 500MG CAP,RELIANCE FORMULATION PVT LTD,5681
CEPHAXAIN 500MG CAP,SAIN MEDICAMENTS PVT LTD,5681
CEPHAXIN 500MG CAP - FOR TSRTC,BIOCHEM PHARMACEUTICAL INDUSTRIES,5681
CEPHAL 500MG CAP,LANCER HEALTHCARE,5681
CEPHALKEM 500MG TAB,ALKEM LABORATORIES LTD,5681
CEPHEX 500MG TAB,SHADYE LYNN REMEDIES,5681
CEPHLENAT 500MG CAP,NATCO PHARMA LTD,5681
CEPHAWIN 500MG CAP,IKON REMEDIES PVT LTD,5681
CEPHALNIR 500MG TAB,CELEBRITY BIOPHARMA LTD,5681
CEPHALIN 500MG CAP,OSCAR REMEDIES PVT LTD,5681
CEPHALIFE 500MG CAP,INDLIFE,5681
CEPHALARC 500MG CAP,WYNCLARK PHARMACEUTICALS PVT LTD,5681
CEPLEX DT 500MG TAB,AMBIT BIOMEDIX,5681
CEPOXIN 500MG CAP,MOXY LABORATORIES PVT LTD,5681
CEPOLEX 500MG TAB,CISTA MEDICORP,5681
EQUITROL 500MG CAP,JAGSONPAL PHARMACEUTICALS PVT LTD,5681
EQUITROL FORTE CAP,JAGSONPAL PHARMACEUTICALS PVT LTD,5681
BLUCEF 500MG CAP,BLUE CROSS LABORATORIES PVT LTD,5681
ALCEFF NOVO 500MG CAP,ALKEM LABORATORIES LTD,5681
ALCEPHIN PX 500MG CAP,ALEMBIC PHARMACEUTICALS LTD,5681
ALEXIN 500MG CAP,ALEMBIC PHARMACEUTICALS LTD,5681
ALUCEF 500MG CAP,ALLURE REMEDIES PVT LTD,5681
AMCEF 500MG CAP,BEN PHARMA,5681
APKEF 500MG CAP,AJANTA PHARMA LTD,5681
ARLEXIN 500MG CAP,RONISH BIOCEUTICALS,5681
ATOLEXIN 500MG CAP,ZOTA HEALTH CARE LTD,5681
AUROCEF 500MG CAP,VERITAZ HEALTHCARE,5681
AVLEX 500MG CAP,MONARK BIOCARE PVT LTD,5681
AVOCEF 500MG TAB,SHREEYAM HEALTHCARE,5681
AZICEP 500MG TAB,AZILLIAN HEALTHCARE,5681
BACTIFLEX 500MG TAB,PRAYAS PHARMACEUTICALS,5681
BECTACEF 500MG CAP,CHEMO BIOLOGICAL,5681
BETACEF 500MG CAP,AMN LIFE SCIENCE,5681
BIOLEX 500MG CAP,CUBIT HEALTHCARE,5681
ABCEP 500MG TAB,MANUFACTURER INFO NOT AVAILABLE,5681
ACFEX 500MG CAP,ACME PHARMA,5681
ACTILEX 500MG TAB,ACTIVE HEALTHCARE,5681
ACULEXIM 500MG TAB,ASTRICA BIOMEDICS PVT LTD,5681
KEFLEX 500MG TAB,FLYWIN PHARMACEUTICALS,5681
ORILEXIM 500MG CAP,ORION BIOTECH PVT LTD,5681
ORILEX 500MG TAB,ORISON PHARMA,5681
ORIPHEX 500MG CAP,CADILA PHARMACEUTICALS LTD,5681
PERLEX 500MG CAP,EAST AFRICAN,5681
PHEXIN 500MG CAP,GLAXO,5681
PHEXIROM 500MG CAP,RHOMBUS PHARMA PVT LTD,5681
PHEXIT 500MG TAB,POSITIF LIFESCIENCES,5681
PHEXTAR 500MG CAP,INVISION MEDI SCIENCE PVT LTD,5681
PHLEX 500MG CAP,STALLION LABORATORIES,5681
PRANCEPH 500MG TAB,PRANSHU HEALTHCARE,5681
PRILOCEF 500MG CAP,HINDUSTAN ANTIBIOTICS LTD,5681
NEXPORIN 500MG CAP,SCOTT EDIL PHARMACIA LTD,5681
NOMLEX 500MG TAB,DM PHARMA,5681
NOVAKEF 500MG CAP,PHARMATECH HEALTHCARE,5681
NUFEX 500MG TAB,RPG LIFESCIENCES LTD,5681
INCEF 500MG CAP,SYSTEMIC HEALTHCARE,5681
KLOKXIN 500MG CAP,KLOKTER LIFE SCIENCE,5681
KOLOCEF 500MG CAP,INTRA LIFE,5681
KPCEF 500MG CAP,KAPS THREE LIFESCIENCES PVT LTD,5681
LELAXIN 500MG TAB,INSTANT REMEDIES PVT LTD,5681
GLEXIN 500MG TAB,GLADCARE FORMULATIONS PVT LTD,5681
FORIDEX 500MG TAB,GLAD DRUGS AND PHARMA,5681
GALEXIN 500MG CAP,BYBY HEALTHCARE,5681
GERFEX 500MG CAP,ZYDUS HEALTHCARE LTD,5681
GEXIN 500MG TAB,MADHAV BIOTECH,5681
GEXIN 500MG CAP,MADHAV BIOTECH,5681
HENFLEX 500MG TAB,HENIN LUKING PHARMA PVT LTD,5681
CAPTOCEF 500MG CAP,INJECTO CAPTA,5681
CARCEF 500MG CAP,CARE PHARMA,5681
ELDOXINE 500MG CAP,ELDER PHARMACEUTICALS LTD,5681
CAREFEX 500MG TAB,OLCARE LABORATORIES PVT LTD,5681
MEDLEXIN 500MG CAP,MEDICHI BIOCARE,5681
MELEXIN 500MG CAP,MEDICO LABS,5681
REFLEXIN 500MG CAP,RADICURA PHARMA PVT LTD,5681
RESPORIDEX 500MG CAP,SUN PHARMACEUTICAL INDUSTRIES LTD,5681
REXIN 500MG CAP,RKM HEALTH CARE,5681
ROFEX 500MG CAP,ABBOTT,5681
OKACEPH 500MG CAP,INSTANT REMEDIES PVT LTD,5681
ORACEF 500MG CAP,DAWA LIMITED,5681
QUICEF 500MG CAP,HIND PHARMA,5681
Q CEF 500MG CAP,QUE PHARMA,5681
RACEF 500MG CAP,INTRA LABS INDIA PVT LTD,5681
TREXIN FORTE CAP,BIOCARE REMEDIES,5681
TREXIN 500MG TAB,CURE WORLD PHARMACEUTICLAS,5681
TYNICEF 500MG CAP,ACME PHARMA,5681
VARLEXIN 500MG CAP,ZOTA HEALTH CARE LTD,5681
LEXCEF 500MG TAB,FERVENT LIFE SCIENCES,5681
LEXIPIL 500MG CAP,PSYCHOTROPICS INDIA LTD,5681
LEXIN 500MG CAP,INTAS PHARMACEUTICALS LTD,5681
LEXIO 500MG CAP,CUBIT HEALTHCARE,5681
LEX 500MG TAB,AUSTRAZEN BIOPHARMACEUTICALS PVT LTD,5681
R CEF 500MG CAP,REGENT AJENTA BIOTECH,5681
SAYOLEXIN 500MG CAP,ZOTA HEALTH CARE LTD,5681
SEAFAL 500MG CAP,FITWEL PHARMA,5681
SEAFAX 500MG CAP,ASSAM CHEMICAL AND PHARMACEUTICAL PVT LTD,5681
SEFACT 500MG CAP,DYNAMED PHARMA,5681
SEFDIX 500MG CAP,AXYZEN LIFE SCINCES,5681
SEPEXIN 500MG CAP,HETERO HEALTHCARE LIMITED,5681
SEPHEN 500MG CAP,REKVINA PHARMA,5681
SEPHLEX 500MG CAP,ZEE LABORATORIES LTD,5681
SEPHALIN 500MG CAP,DIAL PHARMACEUTICALS ,5681
SEPHBREX 500MG CAP,ZEE LABORATORIES LTD,5681
SEPHMED 500MG CAP,ZEE LABORATORIES LTD,5681
TOFEN 500MG CAP,NANU INTERNATIONAL,5681
SIFALEX 500MG CAP,ALOBIOTE HEALTHCARE,5681
SILPHEX 500MG CAP,RHOMBUS PHARMA PVT LTD,5681
SOLCEP 500MG CAP,BOFFIN BIOTECH PVT LTD,5681
SPOCELIN 500MG CAP,MEDLEY PHARMACEUTICALS LTD,5681
SPORIDEX 500MG CAP,SUN PHARMACEUTICAL INDUSTRIES LTD,5681
SPORIDEX SOFGEL 500MG CAP,RANBAXY,5681
SPORNAM 500MG CAP,MANKIND PHARMA LTD,5681
SPORIBEST 500MG CAP,BIONOVA LIFESCIENCES,5681
SPOREN 500MG CAP,DEYS,5681
SPORAX 500MG CAP,RAX HEALTH CARE PVT LTD,5681
SPORIVENT 500MG TAB,UNIVENTIS MEDICARE LTD,5681
SPORTEK 500MG CAP,MADHAV BIOTECH,5681
SPOREX 500MG TAB,JERIST BIOTECH,5681
STAPHYDEX 500MG CAP,NOVARTIS INDIA LTD,5681
SVIZLEX 500MG CAP,MANEESH PHARMACEUTICALS,5681
SWICEXIN 500MG CAP,IND SWIFT LIMITED,5681
PEKCID 500MG CAP,UNICHEM,5681
MEDICEF 500MG TAB,BRD MEDILABS,5681
MONACEF 500MG CAP,ZEE LABORATORIES LTD,5681
NASLEX 500MG TAB,NASCENT LIFE SCIENCES,5681
NEBUCEPH 500MG TAB,NEBULAE PHARMA,5681
V FLEX 500MG CAP,VIEW LABORATORIES,5681
V LEX 500MG TAB,ZOTA HEALTH CARE LTD,5681
WELOSEPH 500MG CAP,ZEE LABORATORIES LTD,5681
WEPREX 500MG CAP,ZEE LABORATORIES LTD,5681
XINCEP LA 500MG CAP,AXIS LIFE SCIENCE PVT LTD,5681
YESCEF 500MG CAP,BIOCHEMIX HEALTHCARE PVT LTD,5681
ZECEF 500MG TAB,ZEE LABORATORIES LTD,5681
ZENCEF 500MG CAP,ZENITH HEALTH CARE LTD,5681
ZERIPHEX 500MG CAP,ZEE LABORATORIES LTD,5681
ZINCEF 500MG TAB,DAGON PHARMA,5681
FLOCY TZ TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,5584
CEBECT TZH TAB,SHREYA LIFE SCIENCES PVT LTD,5584
CELOTIN TAB,BIOCARE REMEDIES,5584
ENSIN TZ TAB,KNISS LAB,5584
ERABACT TZ TAB,NATCO GENERIC,5584
VEECIN OZ TAB,VINTECH FORMULATIONS,5584
ULTICEPT TZ TAB,CONCEPT PHARMACEUTICALS LTD,5584
TICI TZ TAB,DIVINE LIFECARE PVT LTD,5584
TINICIP TAB,MAPRA LABS,5584
STROX TZ 250MG TAB,ALEMBIC PHARMACEUTICALS LTD,5584
MECIP-TD TAB,MEDOCHEM LAB,5584
PENQUIN TZ 250MG TAB,HINDUSTAN ANTIBIOTICS LTD,5584
DONNAGYL H TAB,STANFORD BIOTECH PVT LTD,5584
CIFRAN CTH TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,5584
CIM TZ TAB,MARSHA PHARMA PVT LTD,5584
CIPLON  250MG TAB,SANKET PHARMA,5584
CIPLOX TZH TAB,CIPLA,5584
CIPROBIOTIC-TN 250MG TAB,EMCURE PHARMACEUTICALS LTD,5584
CIPROXAIN TZ TAB,SAIN MEDICAMENTS PVT LTD,5584
CIPRODAY TZ TAB,BESTOCHEM FORMULATION INDIA LTD,5584
CIPROMAC TZ 250MG TAB,MACMILLON PHARMACEUTICALS,5584
CIPROSIT TZ TAB,SIFCO PHARMA,5584
CIPROTINI 250MG TAB,CENTAUR PHARMACEUTICALS PVT LTD,5584
CIPROWIN TZ 250MG TAB,ALEMBIC PHARMACEUTICALS LTD,5584
CIPRODAL TZ TAB,SYMET LABS PVT LTD,5584
CIPTAM CTH TAB,SUN PHARMACEUTICAL INDUSTRIES LTD,5584
CIPTI FORTE TAB,GENO PHARMA,5584
CIPTI 250MG TAB,GENO PHARMA,5584
CIPZOL 250/300MG TAB,ADROIT LIFESCIENCE PVT  LTD,5584
PROKEM TZ TAB,MONOKEM LABS,5584
SIGMA-CTH TAB,SVIZERA HEALTHCARE,5584
SIGMA CT 250MG TAB,MANEESH PHARMACEUTICALS,5584
DILEVOX 250MG TAB,SANIFY HEALTHCARE PVT LTD,4152
DIOLOF 250MG TAB,DIVINE LIFECARE PVT LTD,4152
EVABIT 250MG TAB,ZUBIT LIFECARE,4152
EVOPIC 250MG TAB,ALPIC BIOTECH LTD,4152
FLOVERA 250MG TAB,ZOTA HEALTH CARE LTD,4152
FLOXEL 250MG TAB,MEDICHI BIOCARE,4152
FLOXASET 250MG TAB,BIOCELL PHARMA,4152
EN LEVO 250MG TAB,NOVIQUE LIFESCIENCES,4152
ESLEVO 250MG TAB,AGRON REMEDIES,4152
CABOLIV 250MG TAB,CABLIN HEALTHCARE PVT LTD,4152
AGILEVO 250MG TAB,AGIO PHARMACEUTICALS LTD,4152
ALBACTIN 250MG TAB,MERIDIAN MEDICARE LTD,4152
ALEFOX 250MG TAB,ALLENGE INDIA,4152
ALEVO 250MG TAB,ALKEM LABORATORIES LTD,4152
ALVOX 250MG TAB,BOMBAY TAB,4152
ALVOFLOX 250MG TAB,ALARIC HEALTHCARE PVT LTD,4152
ATOLF 250MG TAB,ATHENS LABS LTD,4152
BAT 250MG TAB,MADHAV BIOTECH,4152
BENLEVO 250MG TAB,INNOVATIVE PHARMA,4152
AARCIP 250MG TAB,ZOTA HEALTH CARE LTD,4152
AB CIN 250MG TAB,AMERICAN BIOCARE,4152
JIS 250MG TAB,ADEN HEALTHCARE,4152
KAVCIN 250MG TAB,KAVYA HEALTHCARE,4152
KENFLOX L 250MG TAB,KEN BIOTEC,4152
OVEL 250MG TAB,LEO PHARMA,4152
OVIL 250MG TAB,SAMSON LABORATORIES PVT LTD,4152
PINOXIN 250MG TAB,BRD MEDILABS,4152
PIPOFLOX 250MG TAB,LICHEM PHARMACEUTICALS,4152
NOVAFLOX 250MG TAB,PHARMATECH HEALTHCARE,4152
HILEFLOX 250MG TAB,HIGLANCE LABS,4152
IBIFLOX 250MG TAB,INDIAN DRUGS,4152
IDALEV 250MG TAB,INVISION MEDI SCIENCE PVT LTD,4152
INDIFAST 250MG TAB,KRISHGIR PHARMA,4152
INDLEVO 250 TAB,INDCHEMIE HEALTH SPECIALITIES,4152
KINGLEVOX 250MG TAB,SH PHARMACEUTICALS PVT LTD,4152
L-CIN 250MG TAB,LUPIN LTD,4152
L250 250MG TAB,MANEESH PHARMACEUTICALS,4152
LAMWIN 250MG TAB,ALEMBIC PHARMACEUTICALS LTD,4152
LAVASA 250MG TAB,ASTRICA BIOMEDICS PVT LTD,4152
LAVAZA 250MG TAB,ORION BIOTECH PVT LTD,4152
LAVOR 250MG TAB,RHOMBUS PHARMA PVT LTD,4152
LAZANOL 250MG TAB,NOVARTIS INDIA LTD,4152
LCR 250MG TAB,CORONA REMEDIES PVT LTD,4152
LEAF 250MG TAB,SURAKSHA PHARMA,4152
LEAPFLOX 250MG TAB,SUNFLOWER PHARMA,4152
LEBACT 250MG TAB,ABBOTT,4152
LECH 250MG TAB,KAPS THREE LIFESCIENCES PVT LTD,4152
LECIN 250MG TAB,MANEESH PHARMACEUTICALS,4152
LECIDE 250MG TAB,AUSTIN PHARMACEUTICALS LTD,4152
LEEFCIN 250MG TAB,DYNAMED PHARMA,4152
LEEFLOX 250MG TAB,CENTAUR PHARMACEUTICALS PVT LTD,4152
LEEF 250MG TAB,H AND CARE INCORP INDIA,4152
LEEMAC 250MG TAB,MACWELL PHARMA,4152
LEEVOLEE 250MG TAB,REETAX LIFE CARE,4152
LEE 250MG TAB,ROUZEL PHARMA PVT LTD,4152
LEFEXO 250MG TAB,H AND CARE INCORP INDIA,4152
LEFIDOX 250MG TAB,ZEUSON MEDICINES PVT LTD,4152
LEFLIP 250MG TAB,DM PHARMA,4152
LEFOQ 250MG TAB,SENTONSSA WELLNESS PVT LTD,4152
LEK 250MG TAB,BLUE CROSS LABORATORIES PVT LTD,4152
LEMED 250MG TAB,AGLOWMED LTD,4152
LENIT 250MG TAB,ASTRONIA LIFE SCIENCES,4152
LEOF 250MG TAB,MEDIWIN PHARMACEUTICALS,4152
LEOFLOX 250MG TAB,GMH PHARMA,4152
LEON 250MG TAB,DR REDDYS LABORATORIES LTD,4152
LEOT 250MG TAB,DM PHARMA,4152
LEOX 250MG TAB,TRIDENT PHARMA,4152
LEQUIN 250MG TAB,CUREX PHARMACEUTICALS PVT LTD,4152
LERAL 250MG TAB,HIRAL LABS LTD,4152
LEROZ 250MG TAB,ARLAK GROUP,4152
LETISOL 250MG TAB,EAST INDIA PHARMACEUTICALS WORKS LTD,4152
GLEVO 250MG TAB,GLENMARK PHARMACEUTICALS LTD,4152
GRAVOXIN 250MG TAB,GRACE PHARMACEUTICALS,4152
FYNAL 250MG TAB,MANKIND PHARMA LTD,4152
HEAL UP 250MG TAB,AZILLIAN HEALTHCARE,4152
ELEV 250MG TAB,EUCRASIA PHARMA INDIA,4152
ELOF 250MG TAB,POSITIF LIFESCIENCES,4152
ELONE 250MG TAB,WAVES BIOTECH,4152
ELVOX 250MG TAB,ELDER PHARMACEUTICALS LTD,4152
METLIN 250MG TAB,LYPHO MED REMEDIES PVT LTD,4152
MEVOF 250MG TAB,ARVINCARE HEALTHCARE,4152
MILIVO 250MG TAB,GLENMARK PHARMACEUTICALS LTD,4152
MISLEV 250MG TAB,MISSION LAB,4152
RELOX 250MG TAB,REZICURE PHARMA,4152
ODILEV 250MG TAB,ODDIANT FORMULATIONS,4152
OFLATUS-L 250MG TAB,TUSKER PHARMA PVT LTD,4152
OLEVO 250MG TAB,LINCOLN PHARMACEUTICALS,4152
OLVO 250MG TAB,OLCARE LABORATORIES PVT LTD,4152
PROTOCIN 250MG TAB,PROTON REMEDIES,4152
QL 250MG TAB,ABS FORMULATION,4152
QUINOGEN 250MG TAB,GENPHARMA INTERNATIONAL PVT LTD,4152
QULEF 250MG TAB,HETERO HEALTHCARE LIMITED,4152
QURE 250MG TAB,ARISTO PHARMACEUTICALS PVT LTD,4152
Q LIFE 250MG TAB,QUE PHARMA,4152
RAKLEV 250MG TAB,HEALSURE LIFESCIENCE PVT LTD,4152
REALY 250MG TAB,RITZ PHARMA,4152
TRAVEFLOX 250MG TAB,GOLDLINE,4152
TULEV 250MG TAB,TUTTSAN PHARMA,4152
T LIVO 250MG TAB,TAURUS LABORATORIES PVT LTD,4152
ULTRAMYCIN 250MG TAB,OVERSEAS HEALTH CARE,4152
URIBACT 250MG TAB,OVERSEAS HEALTH CARE,4152
UVEX 250MG TAB,MEYER ORGANICS PVT LTD,4152
LEVAZ 250MG TAB,HAUZ PHARMA,4152
LEVCON 250MG TAB,SYCON HEALTHCARE PVT LTD,4152
LEVELFOX 250MG TAB,LEEFORD HEALTHCARE LTD,4152
LEVENT 250MG TAB,ADVENT LIFE SCIENCE,4152
LEVIN 250MG TAB,HBC LIFESCIENCES P LTD,4152
LEVINIL 250MG TAB,MEDINILLA PHARMA PVT LTD,4152
LEVIGANT 250MG TAB,GAGNANT HEALTHCARE PVT LTD,4152
LEVLOX 250MG TAB,ARION HEALTHCARE,4152
LEVODAY 250MG TAB,ZYDUS HEALTHCARE LTD,4152
LEVOFLOX 250MG TAB,CIPLA,4152
LEVOMAC 250MG TAB,MACLEODS PHARMACEUTICALS LTD,4152
LEVOBACT 250MG TAB,MICRO LABS LIMITED,4152
LEVOSURE 250MG TAB,MANKIND PHARMA LTD,4152
LEVOMED 250MG TAB,MEDICO LABS,4152
LEVOSTAL 250MG TAB,STALLION LABORATORIES,4152
LEVOFOS 250MG TAB,FOSSIL REMEDIES,4152
LEVOMEX 250MG TAB,ZOTA HEALTH CARE LTD,4152
LEVOCARE 250MG TAB,SYSTEMIC HEALTHCARE,4152
LEVOMY 250MG TAB,MESMER PHARMACEUTICALS,4152
LEVOCRON 250MG TAB,ACRON PHARMA,4152
LEVOTECH 250MG TAB,PROTECH BIOSYSTEMS PVT LTD,4152
LEVORISH 250MG TAB,MOREISH PHARMACEUTICALS PVT LTD,4152
LEVORACE 250MG TAB,MOXY LABORATORIES PVT LTD,4152
LEVOCA 250MG TAB,INDICA LABORATORIES PVT LTD,4152
LEVOGAL 250MG TAB,GALENCIA HEALTHCARE,4152
LEVOXN 250MG TAB,PARASOL LABORATORIES,4152
LEVOSON 250MG TAB,PATSON LABORATORIES PVT  LTD,4152
LEVOSPAN 250MG TAB,PHARMATECH HEALTHCARE,4152
LEVOQUIN 250MG TAB,CIPLA,4152
LEVOSAL 250MG TAB,SALUD CARE INDIA PVT LTD,4152
LEVOTAB 250MG TAB,SCOTT EDIL PHARMACIA LTD,4152
LEVOFRESH 250MG TAB,SMART LABS,4152
LEVONIJ 250MG TAB,SUNIJ PHARMA PVT LTD,4152
LEVOXY 250MG TAB,VEGA LABORATORIES PVT LTD,4152
LEVOTEC 250MG TAB,UNITED BIOTECH PVT LTD,4152
LEVOLARGE 250MG TAB,VOTARY LABORATORIES,4152
LEVOMARK 250MG TAB,GLENMARK PHARMACEUTICALS LTD,4152
LEVOBUS 250MG TAB,GLOBUS REMEDIES LTD,4152
LEVOGRA 250MG TAB,GRAF LABS,4152
LEVOMINE 250MG TAB,MESMER PHARMACEUTICALS,4152
LEVOLLECT 250MG TAB,INTELLECT LIFE SCIENCES PVT LTD,4152
LEVORUN 250MG TAB,JARUN PHARMA,4152
LEVOGEN 250MG TAB,LEEFORD HEALTHCARE LTD,4152
LEVOLOG 250MG TAB,LOGOS PHARMA,4152
LEVOTAX 250MG TAB,BJ HEALTHCARE,4152
LEVOCHEM 250MG TAB,BIOCHEM PHARMACEUTICAL INDUSTRIES,4152
LEVOVISTA 250MG TAB,CADILA PHARMACEUTICALS LTD,4152
LEVOBER 250MG TAB,CALIBAR PHARMA,4152
LEVODIL 250MG TAB,DIAL PHARMACEUTICALS ,4152
LEVOFAME 250MG TAB,DEE GRADIBUS LIFE CARE PVT LTD,4152
LEVOFACT 250MG TAB,FITWEL PHARMA,4152
LEVONOX 250MG TAB,FITWEL PHARMA,4152
LEVOMAN 250MG TAB,MANEESH PHARMACEUTICALS,4152
LEVOGAN 250MG TAB,MANKIND PHARMA LTD,4152
LEVODON 250MG TAB,MANKIND PHARMA LTD,4152
LEVOWOK 250MG TAB,WOCKHARDT,4152
LEVONEM 250MG TAB,NEMI PHARMA,4152
LEVOGIS 250MG TAB,AIGIS BIOTEC,4152
LEVOTAS 250MG TAB,INTAS PHARMACEUTICALS LTD,4152
LEVOSED 250MG TAB,SEDULUS REMEDIES,4152
LEVON 250MG TAB,AZINE HEALTHCARE,4152
LEVODOC 250MG TAB,DR MOREPEN LTD,4152
LEVOSYM 250MG TAB,SYMBIOSIS PHARMACEUTICAL PVT LTD,4152
LEVOFORD 250MG TAB,SYMBIOSIS PHARMACEUTICAL PVT LTD,4152
LEVODOX 250MG TAB,MEDDOX FORMULATIONS,4152
LEVOM 250MG TAB,MEDICO HEALTHCARE,4152
LEVOTIK 250MG TAB,LIZA LIFESCIENCES,4152
LEVOFEM 250MG TAB,FEMGRACE FORMULATIONS,4152
LEVOIC 250MG TAB,HICURE BIOTECH,4152
LEVOFIT 250MG TAB,BAYBERRY PHARMA,4152
LEVOCIN 250MG TAB,EAST WEST PHARMA,4152
LEVODOR 250MG TAB,ARDOR DRUGS PVT LTD,4152
LEVOLVE 250MG TAB,KOYE PHARMACEUTICALS PVT LTD,4152
LEVOCURE 250MG TAB,ZOTA HEALTH CARE LTD,4152
LEVOLET 250MG TAB,IKON REMEDIES PVT LTD,4152
LEVOCOR 250MG TAB,ATON BIOTECH,4152
LEVOKINZ 250MG TAB,HENIN LUKING PHARMA PVT LTD,4152
LEVOLDAY 250MG TAB,INTRA LIFE,4152
LEVOLA 250MG TAB,INTRA LABS INDIA PVT LTD,4152
LEVOFIN 250MG TAB,OSCAR REMEDIES PVT LTD,4152
LEVOSOL 250MG TAB,BOFFIN BIOTECH PVT LTD,4152
LEVOSTA 250MG TAB,MESTRA PHARMA,4152
LEVOF 250MG TAB,XENO BIOTICS,4152
LEVOG 250MG TAB,GLYDEX PHARMACEUTICAL,4152
LEVOROX 250MG TAB,WONDER HEALTHCARE,4152
LEVOTIC 250MG TAB,MERRIL PHARMA,4152
LEVOKILL 250MG TAB,CHEMO BIOLOGICAL,4152
LEVOGEM 250MG TAB,GALPHA LABORATORIES,4152
LEVORITE 250MG TAB,HINDUSTAN PHARMA,4152
LEVOACE 250MG TAB,WALLACE PHARMACEUTICALS PVT LTD,4152
LEVOTRIX 250MG TAB,AXIS LIFE SCIENCE PVT LTD,4152
LEVOGET 250MG TAB,AVONIC LIFESCIENCES,4152
LEVOKIND 250MG TAB,MANKIND PHARMA LTD,4152
LEVOTRAN 250MG TAB,EVERSHINE LIFESCIENCES PVT LTD,4152
LEVOCAR 250MG TAB,CHEMO HEALTHCARE PVT LTD,4152
LEVOCOS 250MG TAB,COSMIC LIFESCIENCES,4152
LEVOMET 250MG TAB,METRIX HEALTHCARE PRIVATE LIMITED,4152
